,percent_monthly_change,percent_yearly_change,percent_change_week,52weekHigh,52weekLow,percent_ADR/GDR,percent_div_yeild,eps_ttm,FIIs,FV,percent_foreign_collaborators,percent_freefloat,percent_indian_promoters,percent_indian_inst_mutual_funds,market_cap,num_of_shares,P/CF,P/E,percent_pledged_promoter_holding,price,sector,shareholders,volume,incorporate_year,cluster
SFN,0.16899999999999998,-0.053,0.091,1780.9,1019.8,0.0,0.8,102.9,0.053,10.0,0.006999999999999999,0.51,0.355,0.077,162924000000.0,111120000.0,4.3,14.3,0.0,1466.2,24.0,18488.0,100.0,1954.0,6
SGEAR,0.102,-0.024,0.04,110.5,56.3,0.0,5.5,3.1,0.019,1.0,0.0,0.256,0.701,0.024,7428000000.0,81720000.0,16.9,29.5,0.0,90.9,6.0,15656.0,2900.0,1969.0,14
SGMI,0.054000000000000006,0.475,0.126,70.5,32.2,0.0,1.8,3.4,0.0,10.0,0.0,0.52,0.428,0.052000000000000005,2168000000.0,39420000.0,2.3,16.3,0.0,55.0,47.0,8057.0,200.0,1985.0,14
SHAL,0.248,0.013999999999999999,0.096,111.0,43.9,0.0,0.0,-31.1,0.016,2.0,0.31,0.344,0.313,0.018000000000000002,1402000000.0,18930000.0,-1.9,-2.4,0.0,74.1,32.0,8523.0,2600.0,1902.0,14
SHCN,0.059000000000000004,1.369,0.053,69.8,26.2,0.0,0.0,14.2,0.016,10.0,0.0,0.159,0.638,0.188,29904000000.0,465800000.0,3.5,4.5,0.0,64.2,41.0,185314.0,3600.0,1961.0,5
SHCU,0.38799999999999996,-0.318,0.15,1571.7,617.0,0.0,2.7,176.3,0.248,10.0,0.0,0.39,0.33799999999999997,0.024,62935000000.0,65900000.00000001,3.0,5.4,0.0,955.0,24.0,5851.0,300.0,2002.0,5
SHHO,0.039,0.122,0.011000000000000001,1360.0,701.6,0.0,0.9,65.6,0.017,10.0,0.667,0.29600000000000004,0.01,0.01,10668000000.0,10140000.0,12.7,16.0,0.0,1052.1,13.0,11383.0,1400.0,1985.0,14
SHPRC,0.165,-0.196,0.031,155.5,53.0,0.0,3.6,16.0,0.0,10.0,0.0,0.37200000000000005,0.629,0.0,3211000000.0,35480000.0,4.1,5.6,0.079,90.5,12.0,36418.0,1200.0,1985.0,14
SHRCM,0.043,0.18600000000000003,0.035,25341.2,15500.0,0.0,0.3,450.7,0.109,10.0,0.0,0.212,0.648,0.06,775385000000.0,34840000.0,31.2,49.4,0.0,22255.6,7.0,12432.0,200.0,1979.0,2
SHTRA,-0.024,-0.306,0.015,1331.8,428.7,0.0,1.7,122.6,0.532,10.0,0.0,0.187,0.261,0.02,156422000000.0,226880000.0,3.6,5.6,0.0,689.5,24.0,40259.0,5100.0,1979.0,6
SHVM,0.10400000000000001,-0.11,0.135,120.0,44.7,0.0,0.0,-6.7,0.059000000000000004,2.0,0.0,0.332,0.469,0.139,3461000000.0,43290000.0,4.2,-11.9,0.03,80.0,6.0,11306.0,300.0,1989.0,14
SIBK,0.064,-0.316,0.09,12.5,4.9,0.0,4.4,0.8,0.41700000000000004,1.0,0.0,0.46299999999999997,0.0,0.12,10329000000.0,1350150000.0,0.6,9.9,0.0,7.7,4.0,247922.0,112800.0,1946.0,14
SICAG,-0.005,-0.688,0.023,33.5,5.0,0.0,0.0,-15.5,0.013000000000000001,10.0,0.142,0.29100000000000004,0.551,0.003,528000000.0,55600000.0,0.6,-0.6,0.41700000000000004,9.5,26.0,39958.0,0.0,1955.0,14
SIEM,0.065,0.053,0.005,1716.6,947.0,0.0,0.6,21.4,0.044000000000000004,2.0,0.75,0.115,0.0,0.091,439844000000.0,356120000.0,33.4,57.8,0.0,1235.1,6.0,119665.0,300.0,1957.0,10
SJVN,0.099,0.01,0.066,27.3,17.2,0.0,9.1,3.6,0.013999999999999999,10.0,0.0,0.055999999999999994,0.9,0.03,100934000000.0,4136630000.0,6.4,6.8,0.0,24.4,38.0,98493.0,2300.0,1988.0,5
SKF,0.028999999999999998,-0.126,0.065,2313.0,1237.5,0.0,0.7,54.8,0.09300000000000001,10.0,0.536,0.145,0.0,0.226,85307000000.0,52730000.0,22.3,29.5,0.0,1617.8,2.0,24353.0,0.0,1961.0,5
SLZE,0.26899999999999996,-0.006,0.047,136.8,47.3,0.0,1.7,19.5,0.0,10.0,0.0,0.696,0.304,0.0,1459000000.0,13520000.0,4.0,5.5,0.0,107.9,6.0,12029.0,1900.0,1985.0,14
SNFS,0.188,0.165,0.045,533.0,249.0,0.0,1.1,14.9,0.013999999999999999,1.0,0.0,0.298,0.495,0.193,100022000000.0,210130000.0,17.0,31.9,0.0,476.0,2.0,38825.0,200.0,1962.0,5
SNTX,0.327,0.39,0.287,3.9,0.6,0.0,0.0,-29.5,0.209,1.0,0.0,0.304,0.43799999999999994,0.049,1109000000.0,426360000.0,0.4,-0.1,0.516,2.6,15.0,114186.0,274300.0,1995.0,14
SOBHA,0.133,-0.479,0.135,550.0,117.9,0.0,2.6,20.1,0.218,10.0,0.606,0.036000000000000004,0.001,0.14,25417000000.0,98060000.0,7.1,12.9,0.18,259.2,12.0,53348.0,900.0,1995.0,14
SOEX,0.094,0.034,0.092,1350.0,772.1,0.0,0.1,30.8,0.011000000000000001,5.0,0.0,0.081,0.7170000000000001,0.191,100819000000.0,90490000.0,30.0,36.2,0.0,1114.2,9.0,5036.0,100.0,1995.0,5
SOST,0.243,0.06,0.063,98.7,34.8,0.0,1.2,1.4,0.002,1.0,0.201,0.46,0.325,0.012,16248000000.0,198750000.0,9.3,59.1,0.0,81.8,2.0,52138.0,1400.0,1989.0,14
SPAL,0.465,-0.462,0.248,240.9,58.0,0.0,0.0,18.3,0.0,10.0,0.0,0.385,0.615,0.385,2653000000.0,25690000.0,2.8,5.7,0.0,103.3,30.0,13081.0,1200.0,0.0,14
SPRM,0.237,0.247,0.174,1414.0,791.2,0.0,0.9,34.3,0.21600000000000003,2.0,0.0,0.22699999999999998,0.49700000000000005,0.059000000000000004,178236000000.0,127030000.0,28.9,40.9,0.0,1403.1,37.0,28432.0,100.0,1942.0,6
SRFL,0.151,0.534,0.054000000000000006,4437.0,2492.2,0.0,0.2,136.4,0.102,10.0,0.0,0.239,0.524,0.135,296347000000.0,67890000.0,29.4,32.0,0.0,4365.1,15.0,52987.0,300.0,1970.0,13
SRNF,0.107,-0.27399999999999997,0.033,14.1,3.5,0.0,6.4,7.8,0.12300000000000001,10.0,0.0,0.384,0.493,0.001,3944000000.0,503090000.0,0.4,1.0,0.0,7.8,24.0,58203.0,15000.0,1989.0,14
SRYS,0.48700000000000004,0.12300000000000001,0.096,116.8,44.6,0.0,9.3,23.5,0.036000000000000004,10.0,0.0,0.363,0.565,0.036000000000000004,1533000000.0,17370000.0,19.6,3.8,0.0,88.3,30.0,4078.0,0.0,1982.0,14
SSOW,0.33,0.039,0.059000000000000004,354.4,148.1,0.0,3.8,26.7,0.049,1.0,0.0,0.62,0.32799999999999996,0.003,34445000000.0,105160000.0,13.2,12.3,0.055,327.6,42.0,35923.0,200.0,1994.0,5
SSTOP,0.225,-0.516,0.131,446.6,131.4,0.0,0.4,-17.0,0.028999999999999998,5.0,0.0,0.15,0.6729999999999999,0.149,15824000000.0,83370000.0,4.1,-11.1,0.126,189.8,40.0,8134.0,1441200.0,1997.0,14
STCI,0.304,-0.239,0.244,141.5,28.3,0.0,0.0,-18.9,0.002,10.0,0.0,0.079,0.9,0.02,3960000000.0,60000000.0,-0.5,-3.5,0.0,66.0,30.0,27829.0,7700.0,1956.0,14
STOPT,0.272,0.442,0.154,180.0,59.8,0.0,2.1,11.0,0.012,2.0,0.532,0.35700000000000004,0.015,0.084,68058000000.0,393970000.0,8.7,15.7,0.0,172.8,46.0,130685.0,19100.0,2001.0,5
SUBEX,0.321,1.022,0.004,12.7,2.8,0.001,0.0,-15.8,0.001,10.0,0.0,0.99,0.005,0.002,1884000000.0,170690000.0,7.3,-0.7,1.0,11.0,42.0,64525.0,20600.0,1992.0,14
SUNP,0.098,0.271,0.009000000000000001,550.7,315.2,0.0,0.5,1.1,0.23,1.0,0.0,0.083,0.637,0.051,1282799000000.0,2406750000.0,25.8,501.9,0.005,533.0,35.0,133026.0,3100.0,1993.0,1
SUNTV,0.258,0.067,0.11,551.0,259.8,0.0,2.6,34.8,0.168,5.0,0.0,0.063,0.75,0.019,186242000000.0,394080000.0,8.9,13.6,0.064,472.6,27.0,31237.0,6800.0,1985.0,6
SUZL,-0.121,-0.069,-0.039,6.2,1.7,0.002,0.0,-7.9,0.129,2.0,0.0,0.28300000000000003,0.345,0.244,13408000000.0,3403140000.0,-1.1,-0.5,0.986,3.9,6.0,883400.0,54500.0,1995.0,14
SVCH,0.14,-0.172,0.105,1038.0,497.0,0.0,0.3,91.7,0.046,10.0,0.0,0.14800000000000002,0.716,0.091,10590000000.0,14320000.0,7.0,8.1,0.0,739.6,5.0,9046.0,1100.0,0.0,14
SVNP,0.46299999999999997,-0.785,0.09,334.9,19.4,0.0,2.7,9.6,0.0,1.0,0.0,0.365,0.634,0.0,6981000000.0,127280000.0,6.4,5.7,0.0,54.9,35.0,37287.0,12600.0,1989.0,14
SWAG,-0.075,-0.275,0.04,4.2,0.9,0.0,0.0,-18.7,0.001,1.0,0.0,0.299,0.701,0.0,818000000.0,348100000.0,0.9,-0.1,0.0,2.4,5.0,8491.0,87500.0,1991.0,14
SWMZ,0.17800000000000002,-0.265,0.125,664.0,280.0,0.0,0.7,2.0,0.0,10.0,0.44,0.36200000000000004,0.0,0.198,6588000000.0,14470000.0,11.4,223.3,0.0,455.3,3.0,13695.0,100.0,1983.0,14
SWNM,-0.006999999999999999,0.102,-0.003,158.3,97.0,0.0,0.1,-1.3,0.106,1.0,0.0,0.152,0.7170000000000001,0.026000000000000002,29340000000.0,221180000.0,362.1,-99.2,0.187,132.7,47.0,6656.0,104200.0,1909.0,14
SWRJ,0.156,0.532,0.063,1700.0,807.4,0.0,3.0,51.1,0.025,10.0,0.0,0.366,0.506,0.10300000000000001,20015000000.0,12130000.0,19.6,32.3,0.0,1650.0,2.0,9881.0,0.0,1983.0,14
SXCN,0.012,-0.37,0.047,64.1,16.5,0.0,1.7,6.2,0.094,2.0,0.0,0.13,0.564,0.212,1702000000.0,49470000.0,0.6,5.5,0.0,34.4,12.0,8135.0,10800.0,1990.0,14
SYPH,0.064,-0.275,0.073,1407.4,690.0,0.0,0.5,26.0,0.038,10.0,0.0,0.185,0.75,0.027000000000000003,63121000000.0,69960000.0,62.2,34.7,0.0,902.3,13.0,7889.0,700.0,1988.0,5
TAJGV,0.039,0.177,0.015,223.0,82.0,0.0,0.4,3.8,0.034,2.0,0.0,0.21,0.75,0.006999999999999999,9098000000.0,62700000.0,22.2,38.1,0.0,145.1,22.0,45689.0,4800.0,1999.0,14
TAKE,0.461,-0.425,0.263,137.9,37.2,0.0,2.0,-0.9,0.006,1.0,0.579,0.303,0.105,0.006999999999999999,7289000000.0,122400000.0,2.2,-66.6,0.0,59.6,42.0,17774.0,32900.0,2000.0,14
TANSL,1.002,3.195,0.402,219.6,38.0,0.0,0.1,-20.6,0.006999999999999999,1.0,0.0,0.657,0.336,0.0,23391000000.0,101480000.0,30.6,-11.2,0.0,230.5,42.0,84391.0,8100.0,1995.0,14
TBVF,0.15,-0.578,-0.042,9.0,0.9,0.0,17.1,-1.2,0.10800000000000001,10.0,0.0,0.299,0.534,0.059000000000000004,91000000.0,26180000.0,0.3,-2.9,0.0,3.5,30.0,10776.0,49700.0,2003.0,14
TBZL,-0.048,0.021,0.013000000000000001,52.2,16.5,0.0,2.2,3.3,0.154,10.0,0.0,0.10400000000000001,0.741,0.001,2318000000.0,66700000.0,9.0,10.6,0.0,34.8,20.0,10373.0,69200.0,1949.0,14
TCS,0.04,-0.013999999999999999,-0.004,2357.2,1504.4,0.0,3.2,81.9,0.161,1.0,0.0,0.28,0.721,0.022000000000000002,8589791000000.0,3828580000.0,23.9,27.4,0.02,2243.6,42.0,616828.0,4500.0,1960.0,11
TELCO,0.17600000000000002,0.105,-0.012,201.8,63.6,0.213,0.0,-55.2,0.27,2.0,0.0,0.073,0.34299999999999997,0.10099999999999999,352401000000.0,2887350000.0,3.4,-2.2,0.065,122.1,3.0,356574.0,57500.0,1945.0,10
TEMH,0.111,0.05,0.006,845.7,470.3,0.0,2.1,40.1,0.391,5.0,0.0,0.149,0.363,0.09699999999999999,704981000000.0,971990000.0,13.4,18.1,0.0,725.3,42.0,501775.0,2200.0,1986.0,2
TGSL,0.652,0.79,0.16899999999999998,437.8,112.4,0.0,5.2,30.8,0.01,10.0,0.546,0.384,0.0,0.06,4905000000.0,10670000.0,13.1,14.9,0.0,459.5,42.0,11664.0,500.0,1998.0,14
THEL,0.524,0.33799999999999997,-0.14400000000000002,10.0,3.1,0.0,0.0,-8.5,0.015,10.0,0.0,0.601,0.278,0.107,330000000.0,42310000.0,-0.7,-0.9,1.0,7.8,42.0,4725.0,4900.0,2006.0,14
THOM,0.271,-0.718,0.012,169.2,21.8,0.0,1.0,-0.3,0.124,1.0,0.75,0.124,0.0,0.002,14020000000.0,370910000.0,13.6,-110.9,0.0,37.8,30.0,34019.0,0.0,1978.0,14
TIIL,0.308,0.067,0.267,418.4,144.0,0.0,0.0,41.5,0.023,10.0,0.0,0.21899999999999997,0.75,0.008,7448000000.0,24460000.0,4.7,7.3,0.0,304.5,43.0,13093.0,9600.0,0.0,14
TILL,0.41100000000000003,0.027000000000000003,0.317,232.0,92.3,0.0,0.9,-27.9,0.027000000000000003,10.0,0.193,0.251,0.371,0.16,1953000000.0,10030000.0,5.5,-7.0,0.0,194.8,30.0,8301.0,900.0,0.0,14
TINV,0.131,0.075,0.037000000000000005,1025.0,592.2,0.0,2.4,26.2,0.015,10.0,0.0,0.21,0.73,0.045,45774000000.0,55100000.0,19.3,31.6,0.0,830.8,30.0,25758.0,5700.0,0.0,5
TISCO,0.24,0.27,0.01,506.0,250.9,0.024,27.5,22.0,0.182,10.0,0.0,0.233,0.314,0.247,416653000000.0,971220000.0,1.8,19.5,0.09,429.0,43.0,939623.0,17500.0,1907.0,10
TITN,0.071,0.027000000000000003,0.006999999999999999,1389.9,720.0,0.0,0.4,16.9,0.217,1.0,0.0,0.22899999999999998,0.531,0.024,1005389000000.0,887800000.0,54.6,67.2,0.0,1132.5,40.0,121929.0,700.0,1984.0,3
TKPR,0.08900000000000001,0.038,0.11900000000000001,6524.7,3918.1,0.0,0.5,187.4,0.14800000000000002,10.0,0.0,0.087,0.7040000000000001,0.061,69612000000.0,11600000.0,31.8,32.0,0.0,6001.1,13.0,12634.0,0.0,1955.0,5
TLKN,-0.049,0.39399999999999996,0.009000000000000001,23.0,12.1,0.0,0.0,-12.6,0.009000000000000001,10.0,0.0,0.439,0.55,0.002,2201000000.0,124680000.0,-1.8,-1.4,0.853,17.7,5.0,37604.0,200.0,0.0,14
TLNP,0.109,-0.33299999999999996,0.055,215.4,85.0,0.0,6.0,20.5,0.076,10.0,0.0,0.255,0.353,0.316,8689000000.0,69210000.0,2.7,6.1,0.0,125.6,33.0,27286.0,13900.0,1979.0,14
TMKN,0.09,0.535,0.079,1101.0,650.0,0.0,0.1,36.2,0.064,10.0,0.75,0.132,0.0,0.055,71954000000.0,67990000.0,31.6,29.2,0.0,1058.3,30.0,49890.0,200.0,1987.0,5
TNPL,0.019,0.563,-0.015,164.0,56.5,0.0,1.3,9.1,0.001,10.0,0.0,0.249,0.75,0.0,15727000000.0,104670000.0,12.9,16.5,0.0,150.3,31.0,47704.0,500.0,1920.0,14
TORR,0.214,0.6809999999999999,0.008,3040.0,1554.7,0.0,0.6,66.8,0.126,5.0,0.0,0.08800000000000001,0.715,0.07,477313000000.0,169260000.0,45.3,42.2,0.0,2820.0,35.0,26511.0,400.0,1973.0,10
TRCP,0.305,-0.207,0.111,312.0,121.3,0.0,0.8,17.3,0.017,2.0,0.0,0.27699999999999997,0.691,0.013000000000000001,16786000000.0,73270000.0,8.5,13.3,0.0,229.1,26.0,20265.0,100.0,1965.0,14
TREN,0.42700000000000005,0.502,0.043,88.5,28.9,0.0,0.4,6.1,0.149,1.0,0.0,0.16899999999999998,0.682,0.0,40332000000.0,515760000.0,15.9,12.8,0.0,78.2,44.0,39765.0,1500.0,1933.0,5
TRENT,0.085,0.321,0.11900000000000001,804.1,367.6,0.0,0.0,4.7,0.193,10.0,0.0,0.284,0.326,0.19699999999999998,208302000000.0,332300000.0,131.7,134.8,0.0,626.9,40.0,36361.0,200.0,1952.0,6
TRFL,0.138,0.15,-0.11599999999999999,142.0,45.4,0.0,0.0,-104.5,0.0,10.0,0.0,0.5710000000000001,0.34299999999999997,0.086,990000000.0,11000000.0,-0.9,-0.9,0.0,90.0,6.0,22205.0,200.0,1962.0,14
TRMX,0.096,-0.191,0.026000000000000002,1180.0,644.0,0.0,0.9,17.8,0.166,2.0,0.0,0.146,0.62,0.068,96877000000.0,119160000.0,23.1,45.6,0.0,813.0,6.0,26803.0,0.0,1979.0,5
TRPWR,0.121,0.235,0.015,368.8,239.7,0.0,1.4,26.6,0.017,10.0,0.0,0.221,0.534,0.22699999999999998,171413000000.0,480620000.0,8.2,13.4,0.0,356.7,38.0,72340.0,100.0,2004.0,6
TTCH,0.10300000000000001,-0.402,0.14,779.3,197.4,0.0,3.8,36.8,0.21899999999999997,10.0,0.0,0.233,0.311,0.237,84771000000.0,254760000.0,4.5,9.0,0.047,332.8,19.0,196132.0,23800.0,1939.0,5
TTDO,0.192,0.0,0.043,3.6,1.3,0.0,0.0,-0.8,0.0,10.0,0.0,0.48100000000000004,0.507,0.013000000000000001,181000000.0,50190000.0,-9.9,-4.6,0.0,3.6,27.0,18986.0,11900.0,1955.0,14
TTEA,0.33299999999999996,1.023,0.002,554.9,214.0,0.017,0.5,10.1,0.24,1.0,0.0,0.28,0.35100000000000003,0.113,336904000000.0,618400000.0,56.5,54.1,0.053,544.8,5.0,179798.0,3300.0,1962.0,13
TTECH,0.19899999999999998,-0.233,0.223,73.9,22.8,0.0,1.8,8.3,0.192,1.0,0.0,0.131,0.585,0.091,10012000000.0,210120000.0,3.1,5.7,0.17600000000000002,47.7,37.0,19139.0,0.0,1989.0,14
TTEL,0.094,2.0709999999999997,0.111,456.9,107.5,0.0,0.0,-24.9,0.07,10.0,0.75,0.168,0.0,0.012,10680000000.0,28460000.0,-16.7,-15.0,1.0,375.3,45.0,10816.0,100.0,1900.0,14
TTEX,0.18899999999999997,0.667,0.047,1098.8,501.0,0.0,1.0,40.8,0.035,10.0,0.0,0.47700000000000004,0.451,0.038,67674000000.0,62760000.0,25.5,26.4,0.0,1078.3,42.0,56376.0,100.0,1992.0,5
TTHW,0.23399999999999999,0.475,0.124,39499.5,20142.0,0.0,0.1,536.4,0.003,10.0,0.75,0.107,0.0,0.14,302509000000.0,8840000.0,80.7,63.8,0.0,34220.5,6.0,9942.0,100.0,1984.0,13
TTKP,0.158,0.10300000000000001,-0.022000000000000002,615.9,262.1,0.0,1.8,21.7,0.052000000000000005,10.0,0.0,0.258,0.654,0.037000000000000005,3822000000.0,7770000.0,9.8,22.7,0.0,491.9,35.0,12723.0,1100.0,1958.0,14
TTPW,0.239,0.083,0.08199999999999999,68.8,27.0,0.002,2.1,3.6,0.258,1.0,0.0,0.185,0.33,0.226,163901000000.0,2704630000.0,4.5,16.9,0.051,60.6,38.0,242972.0,406000.0,1919.0,6
TTSP,0.243,-0.244,0.0,486.8,160.7,0.0,3.9,-343.1,0.092,10.0,0.0,0.33299999999999996,0.545,0.028999999999999998,4909000000.0,15400000.0,3.6,-0.9,0.0,318.8,43.0,26658.0,0.0,1982.0,14
TUBE,0.304,-0.055999999999999994,0.171,568.2,222.0,0.027999999999999997,0.3,9.5,0.132,2.0,0.0,0.23399999999999999,0.483,0.12300000000000001,82122000000.0,187130000.0,31.0,46.3,0.015,438.9,3.0,22014.0,1000.0,1949.0,5
TUMI,0.213,0.222,0.24,87.0,31.5,0.0,2.8,2.3,0.0,10.0,0.0,0.5329999999999999,0.466,0.001,7249000000.0,102390000.0,4.8,31.3,0.0,70.8,9.0,16178.0,300.0,1972.0,14
TVS,0.141,0.237,0.062,503.0,240.1,0.0,0.8,12.5,0.053,1.0,0.0,0.204,0.574,0.16899999999999998,215382000000.0,475090000.0,18.5,36.4,0.0,453.4,3.0,105155.0,500.0,1982.0,6
TVSR,0.08,-0.107,0.019,2059.7,760.0,0.0,2.7,112.5,0.0,10.0,0.0,0.521,0.45399999999999996,0.026000000000000002,11516000000.0,7660000.0,6.1,13.4,0.0,1504.0,30.0,23740.0,0.0,0.0,14
TVTD,0.10400000000000001,-0.252,-0.012,345.4,128.4,0.0,1.0,22.3,0.0,5.0,0.0,0.391,0.575,0.034,13498000000.0,59650000.0,9.0,10.1,0.0,226.3,27.0,23437.0,5600.0,1999.0,14
TWL,0.243,0.33299999999999996,0.185,61.5,20.5,0.0,0.7,-5.7,0.047,2.0,0.0,0.39299999999999996,0.531,0.028999999999999998,5216000000.0,100300000.0,38.2,-9.1,0.0,52.0,18.0,23476.0,4800.0,1997.0,14
TXML,0.24600000000000002,0.29100000000000004,0.067,56.2,22.5,0.0,0.5,0.4,0.005,1.0,0.0,0.258,0.551,0.18600000000000003,5479000000.0,127430000.0,70.9,97.8,0.01,43.0,6.0,28268.0,3700.0,1939.0,14
UCLF,0.026000000000000002,-0.037000000000000005,0.106,158.7,63.0,0.0,8.1,14.1,0.0,10.0,0.0,0.294,0.703,0.004,2742000000.0,22110000.0,2.1,8.8,0.021,124.0,2.0,17047.0,200.0,1985.0,14
UDBS,0.06,-0.21600000000000003,0.08800000000000001,1403.3,758.8,0.0,0.2,16.2,0.024,1.0,0.254,0.418,0.26899999999999996,0.035,279746000000.0,264410000.00000003,34.0,65.5,0.253,1058.0,5.0,56460.0,800.0,1915.0,13
UNBK,0.015,-0.49700000000000005,0.055999999999999994,65.7,22.6,0.0,0.0,-45.6,0.085,10.0,0.0,0.14800000000000002,0.601,0.166,19677000000.0,635780000.0,0.4,-0.7,0.0,31.0,4.0,235817.0,5700.0,1919.0,14
UNCHM,0.24100000000000002,0.523,0.039,304.2,75.1,0.0,1.2,-7.1,0.03,2.0,0.0,0.317,0.501,0.151,23596000000.0,90700000.0,56.5,-36.7,0.0,260.2,35.0,20176.0,100.0,1944.0,14
UNFRA,0.39399999999999996,1.091,0.179,0.9,0.3,0.0,0.0,-150.3,0.0,2.0,0.0,0.311,0.627,0.062,68000000.0,74090000.0,0.2,-0.0,0.0,0.9,12.0,28340.0,200.0,1997.0,14
UNPS,0.092,-0.098,0.006999999999999999,617.6,240.3,0.001,1.1,31.0,0.486,2.0,0.0,0.145,0.298,0.071,378802000000.0,764020000.0,15.3,16.0,0.083,495.8,9.0,82466.0,3600.0,1969.0,10
UNTE,-0.096,1.21,-0.053,3.8,0.4,0.0,0.0,-2.6,0.262,2.0,0.002,0.24100000000000002,0.475,0.021,4683000000.0,2616300000.0,-0.5,-0.7,0.904,1.8,12.0,615694.0,48700.0,1971.0,14
USBN,0.44799999999999995,0.08800000000000001,0.026000000000000002,34.6,10.5,0.145,0.0,-2.1,0.028999999999999998,1.0,0.11699999999999999,0.225,0.303,0.18100000000000002,7923000000.0,304740000.0,1.8,-12.7,0.0,26.0,46.0,49296.0,100.0,1987.0,14
UTIB,0.015,-0.33799999999999997,0.033,765.9,285.0,0.033,0.2,5.7,0.488,2.0,0.0,0.084,0.295,0.1,1080888000000.0,2389760000.0,5.0,78.9,0.0,452.3,4.0,148435.0,52700.0,1994.0,3
UTMS,-0.012,-0.12300000000000001,-0.013999999999999999,10.9,3.6,0.0,0.0,-113.8,0.273,10.0,0.29100000000000004,0.11599999999999999,0.318,0.002,925000000.0,142260000.0,-0.1,-0.1,0.028999999999999998,6.5,43.0,27443.0,0.0,1985.0,14
VAKRA,-0.026000000000000002,0.026000000000000002,-0.012,55.5,17.1,0.0,0.8,0.4,0.03,1.0,0.0,0.517,0.38799999999999996,0.065,31446000000.0,1058800000.0,4.6,67.5,0.0,29.7,42.0,11007.0,300.0,1990.0,5
VAMP,0.122,0.153,0.040999999999999995,1475.0,710.0,0.0,1.9,88.3,0.29,10.0,0.0,0.153,0.475,0.08199999999999999,11810000000.0,10120000.0,12.8,13.2,0.0,1167.0,6.0,13247.0,0.0,1963.0,14
VDFN,0.068,0.624,-0.06,5.7,1.0,0.048,0.0,-215.1,0.03,10.0,0.0,0.13699999999999998,0.685,0.1,679000000.0,334460000.0,-0.0,-0.0,0.701,2.0,15.0,347158.0,1900.0,1986.0,14
VGUARD,0.033,-0.233,0.076,259.7,149.0,0.0,0.5,4.4,0.18899999999999997,1.0,0.0,0.138,0.662,0.012,73808000000.0,423090000.0,38.6,39.9,0.0,174.5,6.0,19116.0,1600.0,1996.0,5
VIPI,0.018000000000000002,-0.255,0.10300000000000001,519.9,188.0,0.0,1.1,1.8,0.057999999999999996,2.0,0.0,0.39,0.524,0.027999999999999997,41315000000.0,141320000.0,25.5,163.1,0.0,292.4,13.0,51860.0,1400.0,1968.0,5
VLIN,-0.01,0.036000000000000004,0.066,899.0,394.1,0.0,0.2,57.5,0.0,10.0,0.002,0.34600000000000003,0.65,0.002,4575000000.0,7200000.0,9.1,11.1,0.0,635.4,5.0,11093.0,0.0,1982.0,14
VMART,0.165,0.124,0.172,2545.0,1293.7,0.0,0.1,27.0,0.231,10.0,0.0,0.125,0.5760000000000001,0.068,38376000000.0,18290000.0,43.0,77.8,0.0,2098.2,40.0,3691.0,0.0,2002.0,5
VNOR,0.17600000000000002,0.105,0.15,1255.5,651.0,0.0,0.3,31.5,0.01,2.0,0.0,0.19899999999999998,0.723,0.069,117891000000.0,102780000.0,38.0,36.4,0.0,1147.0,9.0,14594.0,1700.0,1989.0,6
VOLT,0.124,0.085,0.061,740.5,428.0,0.0,0.6,17.8,0.18600000000000003,1.0,0.0,0.259,0.302,0.254,220750000000.0,330890000.0,37.4,37.4,0.0,667.2,6.0,134810.0,200.0,1954.0,6
VSNL,0.41100000000000003,1.14,0.059000000000000004,929.0,205.7,0.0,0.5,3.4,0.079,10.0,0.0,0.055,0.75,0.11599999999999999,255859000000.0,285000000.0,16.0,264.6,0.047,897.8,45.0,56463.0,0.0,1986.0,13
VSRM,0.37799999999999995,3.593,0.077,115.3,19.5,0.0,0.0,-21.1,0.006,10.0,0.0,0.664,0.32899999999999996,0.002,1187000000.0,11440000.0,37.8,-4.9,0.364,103.8,35.0,20121.0,100.0,1989.0,14
VST,0.087,0.022000000000000002,0.022000000000000002,4856.5,2550.0,0.0,2.2,197.0,0.11900000000000001,10.0,0.322,0.41700000000000004,0.0,0.14300000000000002,53721000000.0,15440000.0,20.0,17.7,0.0,3479.4,5.0,13157.0,0.0,1930.0,5
VSTT,0.237,0.807,0.061,1751.0,601.0,0.0,2.9,20.9,0.034,10.0,0.028999999999999998,0.322,0.509,0.106,14911000000.0,8640000.0,12.1,82.7,0.0,1725.9,3.0,9024.0,0.0,1968.0,14
VTECH,0.61,-0.2,0.58,311.9,73.0,0.0,1.8,15.3,0.317,2.0,0.18100000000000002,0.19399999999999998,0.128,0.179,12024000000.0,54160000.0,11.7,14.5,0.0,222.0,6.0,28629.0,3900.0,1995.0,14
WABCO,-0.0,0.136,-0.012,7029.0,5296.8,0.0,0.1,58.7,0.025,5.0,0.75,0.138,0.0,0.087,131446000000.0,18970000.0,37.2,118.0,0.0,6929.2,2.0,16162.0,0.0,2004.0,6
WDIA,0.127,-0.16399999999999998,0.044000000000000004,1227.4,601.0,0.0,0.2,29.1,0.0,10.0,0.75,0.10400000000000001,0.0,0.146,18438000000.0,21980000.0,22.9,28.9,0.0,838.9,6.0,5531.0,0.0,1964.0,14
